"x"
"06cetEarlyBulkingUM"
"06SeedlingsEarlyBulkingUM"
"07EarlyBulkingUM"
"07pytEarlyBulkingUM"
"08EarlyBulkingIB"
"08EarlyBulkingOT"
"08EarlyBulkingUM"
"09pytIgariam"
"09pytOtobi"
"09pytUmudike"
"10cetNR10BseriesUM"
"10cetNR10seriesUM"
"10uytCIATsetAUM"
"10uytCIATsetBKA"
"10uytUM"
"11aytNR09seriesUM"
"11cetNR11seriesUM"
"11clonal63cpUM"
"11cmd48gpUM"
"11EarlyBulkingDrtKA"
"11UMUyellowRTuyt"
"11uyt10RepeatUM"
"12CETearlyBulkingDrtkano"
"12PYT36genpyramOtobi"
"12PYT75genpyramUM"
"13AYT12yrtOtobi"
"13AYT259mpopdOtobi"
"13AYT25umu"
"13AYT35gpOtobii"
"13AYT60gpumu"
"13AYT70mpopfOtobi"
"13CET261umu"
"13mlt12yrtIG"
"13PYT144mpopumu"
"13PYT17mpopfumu"
"13pyt20nr12UM"
"13UYT12yrtumu"
"13uyt15umu"
"14cCET150umu"
"14CET12Highbetacaroumu"
"14CET178mpopumu"
"14clonal35ctasetbUM"
"14clonal35ctaUM"
"14highbetacaro12umu"
"14iHighbetacaroIghariam"
"14PYT21highbetacaroumu"
"14PYT25wrtumu"
"14tHighBetaCaroOtobi"
"14UYT12umu"
"15ayt11nr13UM"
"15ayt12wrtUM"
"15nextgen351cgm-amUM"
"15uyt10hbcUM"
"16uyt10hcbUM"
"17C2aSeedling Nursery"
"17cet200yellowrt_umu"
"17ppdyieldexperimentUM"
"17pyt30yellowrtumu"
"17uyt10yellowrt_umu"
"17uyt12yellowrt_umu"
"17uyt13yellowrt_umu"
"18AYT13yrtOtobi"
"18AYT13yrtumu"
"18C2bSeedlingNurseryumu"
"18introLatAmeumu"
"18pyt_lgbariam"
"18PYTmealiness_umu"
"18pyt_otobi"
"18UYT12yrtIgbariam"
"18UYT12yrtOtobi"
"18UYT12yrtumu_1"
"18UYT12yrtumu_2"
"19C3SeedlingNursery_umu"
"19cetcftumu_1"
"19cetcftumu_2"
"19cetcftumu_3"
"19crossingblockCETubiaja"
"19introLatAmeumu"
"19S1CETumu"
"19UYTumudike"
"2020regionaltrial12Otobi"
"2020regionaltrial16Otobi"
"2020regionaltrial17Otobi"
"2020regionaltrial21Otobi"
"2020regionaltrial23Umudike"
"2020regionaltrial24Otobi"
"2020regionaltrial29Otobi"
"2020regionaltrial36Otobi"
"2020regionaltrial3Otobi"
"2020regionaltrial46Umudike"
"2020regionaltrial50Otobi"
"2020regionaltrial9Otobi"
"20AYTintroLatAmeAgo-Owu"
"20AYTintroLatAmekano"
"20AYTintroLatAmeOnne"
"20AYTintroLatAmeUmudike"
"20C4crossingblockCETubiaja"
"20CFT1AYTumu"
"20CFT2AYTumu"
"20CFT3AYTmum"
"20event2D8083CFTumu"
"20event3D9001CFTumu"
"20eventD5001CFTumu"
"20NRS1pytubiaja"
"20NRS1pytumu"
"20NRS1pytumudike"
"20pyt_GPR_ikenne_set1"
"20pyt_GPR_ikenne_set2"
"20pyt_GPR_ikenne_set3"
"20pyt_GPR_ikenne_set4"
"20pyt_GPR_umu_Set1"
"20pyt_GPR_umu_Set2"
"20pyt_GPR_umu_Set3"
"20pyt_GPR_umu_Set4"
"20pytNUEset1umudike"
"20pytNUEset2umudike"
"20pytNUEumu_2"
"20pytNUset1igbariam"
"20pytNUset2igbariam"
"20seedlingnurseryumu"
"20uytnrcri_iita_reg_oto"
"20uytnrcri_iita_reg_umu"
"CETCrossingblock19_ubiaja"
"Ikenne2019RootPhenotyping"
"PYT 2010"
"Umudike2013set1CGM"
"Umudike2013set2CGM"
"Umudike2019RootPhenotyping"
