"germplasmName","MWgroup","Institute","FullSampleName"
"F112P003","GS_C1a","NRCRI","F112P003:250590029"
"F130P010","GS_C1a","NRCRI","F130P010:250592989"
"F19R4P03","GS_C1a","NRCRI","F19R4P03:250591219"
"F14R25P03","GS_C1a","NRCRI","F14R25P03:250593588"
"F23R9P07","GS_C1a","NRCRI","F23R9P07:250591285"
"F22R3P09","GS_C1a","NRCRI","F22R3P09:250591329"
"F26R15P08","GS_C1a","NRCRI","F26R15P08:250591452"
"F172P001","GS_C1a","NRCRI","F172P001:250597118"
"F118P011","GS_C1a","NRCRI","F118P011:250590081"
"F14R12P04","GS_C1a","NRCRI","F14R12P04:250593547"
"F19R18P02","GS_C1a","NRCRI","F19R18P02:250591165"
"F17R20P06","GS_C1a","NRCRI","F17R20P06:250593684"
"F15R26P07","GS_C1a","NRCRI","F15R26P07:250593718"
"F2R10P07","GS_C1a","NRCRI","F2R10P07:250593070"
"F25R24P04","GS_C1a","NRCRI","F25R24P04:250591466"
"F16R18P14","GS_C1a","NRCRI","F16R18P14:250593737"
"F8R20P03","GS_C1a","NRCRI","F8R20P03:250593295"
"F18R27P04","GS_C1a","NRCRI","F18R27P04:250591147"
"F130P004","GS_C1a","NRCRI","F130P004:250592941"
"F23R9P05","GS_C1a","NRCRI","F23R9P05:250591269"
"F12R27P07","GS_C1a","NRCRI","F12R27P07:250593623"
"F12R18P05","GS_C1a","NRCRI","F12R18P05:250593543"
"F7R2P06","GS_C1a","NRCRI","F7R2P06:250593377"
"F28R15P08","GS_C1a","NRCRI","F28R15P08:250591576"
"F13R22P02","GS_C1a","NRCRI","F13R22P02:250593625"
"F126P001","GS_C1a","NRCRI","F126P001:250592875"
"F120P022","GS_C1a","NRCRI","F120P022:250592864"
"F28R15P02","GS_C1a","NRCRI","F28R15P02:250591529"
"F9R4P08","GS_C1a","NRCRI","F9R4P08:250593367"
"F172P019","GS_C1a","NRCRI","F172P019:250597175"
"F172P017","GS_C1a","NRCRI","F172P017:250597159"
"F7R3P02","GS_C1a","NRCRI","F7R3P02:250593330"
"F226P005","GS_C1a","NRCRI","F226P005:250597285"
"F17R12P01","GS_C1a","NRCRI","F17R12P01:250593690"
"F10R8P02","GS_C1a","NRCRI","F10R8P02:250593434"
"F114P006","GS_C1a","NRCRI","F114P006:250589990"
"F16R4P02","GS_C1a","NRCRI","F16R4P02:250593727"
"F113P001","GS_C1a","NRCRI","F113P001:250590037"
"F103P12","GS_C1a","NRCRI","F103P12:250590003"
"F29R13P09","GS_C1a","NRCRI","F29R13P09:250591532"
"F16R4P01","GS_C1a","NRCRI","F16R4P01:250593719"
"F24R16P01","GS_C1a","NRCRI","F24R16P01:250591334"
"F6R21P05","GS_C1a","NRCRI","F6R21P05:250593168"
"F21R2P04","GS_C1a","NRCRI","F21R2P04:250591175"
"F19R10P05","GS_C1a","NRCRI","F19R10P05:250591220"
"F10R26P04","GS_C1a","NRCRI","F10R26P04:250593451"
"F138P001","GS_C1a","NRCRI","F138P001:250592963"
"F128P006","GS_C1a","NRCRI","F128P006:250592908"
"F72P003","GS_C1a","NRCRI","F72P003:250589772"
"F15R24P03","GS_C1a","NRCRI","F15R24P03:250593598"
"F1R10P08","GS_C1a","NRCRI","F1R10P08:250593060"
"F19R25P03","GS_C1a","NRCRI","F19R25P03:250591142"
"F10R12P02","GS_C1a","NRCRI","F10R12P02:250593466"
"F40P003","GS_C1a","NRCRI","F40P003:250589817"
"F15R29P03","GS_C1a","NRCRI","F15R29P03:250593671"
"F3R11P03","GS_C1a","NRCRI","F3R11P03:250593097"
"F11R22P08","GS_C1a","NRCRI","F11R22P08:250593477"
"F23R9P04","GS_C1a","NRCRI","F23R9P04:250591261"
"F1P022","GS_C1a","NRCRI","F1P022:250589687"
"F13R22P08","GS_C1a","NRCRI","F13R22P08:250593578"
"F13R16P04","GS_C1a","NRCRI","F13R16P04:250593577"
"F12R27P02","GS_C1a","NRCRI","F12R27P02:250593583"
"F2R10P01","GS_C1a","NRCRI","F2R10P01:250593117"
"F133P003","GS_C1a","NRCRI","F133P003:250592927"
"F16R6P03","GS_C1a","NRCRI","F16R6P03:250593680"
"F25R1P08","GS_C1a","NRCRI","F25R1P08:250591393"
"F108P002","GS_C1a","NRCRI","F108P002:250590036"
"F3P039","GS_C1a","NRCRI","F3P039:250589684"
"F21R20P08","GS_C1a","NRCRI","F21R20P08:250591153"
"F5R16P08","GS_C1a","NRCRI","F5R16P08:250593174"
"F130P018","GS_C1a","NRCRI","F130P018:250592958"
"F226P013","GS_C1a","NRCRI","F226P013:250597254"
"F35P003","GS_C1a","NRCRI","F35P003:250589815"
"F72P001","GS_C1a","NRCRI","F72P001:250589756"
"F129P004","GS_C1a","NRCRI","F129P004:250592909"
"F143P004","GS_C1a","NRCRI","F143P004:250597065"
"F1R08P06","GS_C1a","NRCRI","F1R08P06:250593075"
"F145P001","GS_C1a","NRCRI","F145P001:250597042"
"F120P012","GS_C1a","NRCRI","F120P012:250592784"
"F3P014","GS_C1a","NRCRI","F3P014:250589674"
"F120P005","GS_C1a","NRCRI","F120P005:250592823"
"F118P005","GS_C1a","NRCRI","F118P005:250590033"
"F160P001","GS_C1a","NRCRI","F160P001:250597140"
"F103P11","GS_C1a","NRCRI","F103P11:250589995"
"F17R12P05","GS_C1a","NRCRI","F17R12P05:250593722"
"F1R13P09","GS_C1a","NRCRI","F1R13P09:250593068"
"F139P009","GS_C1a","NRCRI","F139P009:250597053"
"F3R05P07","GS_C1a","NRCRI","F3R05P07:250593065"
"F16R13P02","GS_C1a","NRCRI","F16R13P02:250593712"
"F128P007","GS_C1a","NRCRI","F128P007:250592916"
"F19R10P07","GS_C1a","NRCRI","F19R10P07:250591141"
"F130P009","GS_C1a","NRCRI","F130P009:250592981"
"F22R13P03","GS_C1a","NRCRI","F22R13P03:250591266"
"F39P006","GS_C1a","NRCRI","F39P006:250589769"
"F117P011","GS_C1a","NRCRI","F117P011:250589993"
"F20R7P01","GS_C1a","NRCRI","F20R7P01:250591135"
"F84P004","GS_C1a","NRCRI","F84P004:250589880"
"F10R26P08","GS_C1a","NRCRI","F10R26P08:250593475"
"F172P015","GS_C1a","NRCRI","F172P015:250597143"
"F172P005","GS_C1a","NRCRI","F172P005:250597150"
"F103P14","GS_C1a","NRCRI","F103P14:250590019"
"F17R16P06","GS_C1a","NRCRI","F17R16P06:250593715"
"F27R11P02","GS_C1a","NRCRI","F27R11P02:250591414"
"F137P013","GS_C1a","NRCRI","F137P013:250592994"
"F12R18P04","GS_C1a","NRCRI","F12R18P04:250593511"
"F22R23P08","GS_C1a","NRCRI","F22R23P08:250591339"
"F13R16P05","GS_C1a","NRCRI","F13R16P05:250593585"
"F172P012","GS_C1a","NRCRI","F172P012:250597119"
"F172P011","GS_C1a","NRCRI","F172P011:250597111"
"F22R13P06","GS_C1a","NRCRI","F22R13P06:250591290"
"F151P002","GS_C1a","NRCRI","F151P002:250597115"
"F7R2P05","GS_C1a","NRCRI","F7R2P05:250593369"
"F27R27P01","GS_C1a","NRCRI","F27R27P01:250591455"
"F138P015","GS_C1a","NRCRI","F138P015:250597036"
"F204P001","GS_C1a","NRCRI","F204P001:250597192"
"F128P010","GS_C1a","NRCRI","F128P010:250592940"
"F19R10P03","GS_C1a","NRCRI","F19R10P03:250591204"
"F103P005","GS_C1a","NRCRI","F103P005:250589923"
"F226P016","GS_C1a","NRCRI","F226P016:250597278"
"F10R1P01","GS_C1a","NRCRI","F10R1P01:250593425"
"F7R17P07","GS_C1a","NRCRI","F7R17P07:250593308"
"F24R20P11","GS_C1a","NRCRI","F24R20P11:250591351"
"F25R8P08","GS_C1a","NRCRI","F25R8P08:250591434"
"F78P011","GS_C1a","NRCRI","F78P011:250589861"
"F111P003","GS_C1a","NRCRI","F111P003:250590076"
"F12R25P08","GS_C1a","NRCRI","F12R25P08:250591533"
"F3R11P01","GS_C1a","NRCRI","F3R11P01:250593081"
"F84P002","GS_C1a","NRCRI","F84P002:250589864"
"F25R6P02","GS_C1a","NRCRI","F25R6P02:250591409"
"F21R2P01","GS_C1a","NRCRI","F21R2P01:250591151"
"F140P021","GS_C1a","NRCRI","F140P021:250597039"
"F1R14P05","GS_C1a","NRCRI","F1R14P05:250593085"
"F22R23P01","GS_C1a","NRCRI","F22R23P01:250591283"
"F141P012","GS_C1a","NRCRI","F141P012:250597056"
"F22R15P06","GS_C1a","NRCRI","F22R15P06:250591259"
"F187P001","GS_C1a","NRCRI","F187P001:250597120"
"F104P002","GS_C1a","NRCRI","F104P002:250590067"
"F5R16P03","GS_C1a","NRCRI","F5R16P03:250593229"
"F23R27P06","GS_C1a","NRCRI","F23R27P06:250591310"
"F138P018","GS_C1a","NRCRI","F138P018:250597060"
"F118P016","GS_C1a","NRCRI","F118P016:250590026"
"F147P003","GS_C1a","NRCRI","F147P003:250597059"
"F1R13P04","GS_C1a","NRCRI","F1R13P04:250593124"
"F120P013","GS_C1a","NRCRI","F120P013:250592792"
"F6R28P05","GS_C1a","NRCRI","F6R28P05:250593305"
"F6R24P10","GS_C1a","NRCRI","F6R24P10:250593241"
"F11R16P03","GS_C1a","NRCRI","F11R16P03:250593468"
"F7R17P08","GS_C1a","NRCRI","F7R17P08:250593316"
"F25R6P04","GS_C1a","NRCRI","F25R6P04:250591425"
"F125P003","GS_C1a","NRCRI","F125P003:250592834"
"F159P001","GS_C1a","NRCRI","F159P001:250597132"
"F226P008","GS_C1a","NRCRI","F226P008:250597309"
"F22R23P05","GS_C1a","NRCRI","F22R23P05:250591315"
"F144P001","GS_C1a","NRCRI","F144P001:250597026"
"F137P017","GS_C1a","NRCRI","F137P017:250592931"
"F154P001","GS_C1a","NRCRI","F154P001:250597163"
"F17R16P04","GS_C1a","NRCRI","F17R16P04:250593699"
"F1P004","GS_C1a","NRCRI","F1P004:250589630"
"F86P001","GS_C1a","NRCRI","F86P001:250589928"
"F24R20P02","GS_C1a","NRCRI","F24R20P02:250591279"
"F23R25P05","GS_C1a","NRCRI","F23R25P05:250591333"
"F27R27P03","GS_C1a","NRCRI","F27R27P03:250591471"
"F216P005","GS_C1a","NRCRI","F216P005:250597170"
"F78P010","GS_C1a","NRCRI","F78P010:250589948"
"F10R26P01","GS_C1a","NRCRI","F10R26P01:250593419"
"F28R23P10","GS_C1a","NRCRI","F28R23P10:250591522"
"F172P006","GS_C1a","NRCRI","F172P006:250597158"
"F7R3P03","GS_C1a","NRCRI","F7R3P03:250593338"
"F10R5P03","GS_C1a","NRCRI","F10R5P03:250593505"
"F40P005","GS_C1a","NRCRI","F40P005:250589738"
"F114P003","GS_C1a","NRCRI","F114P003:250590061"
"F8R20P04","GS_C1a","NRCRI","F8R20P04:250593303"
"F3R25P09","GS_C1a","NRCRI","F3R25P09:250593202"
"F139P004","GS_C1a","NRCRI","F139P004:250597013"
"F23R27P08","GS_C1a","NRCRI","F23R27P08:250591326"
"F114P015","GS_C1a","NRCRI","F114P015:250590062"
"F8R14P04","GS_C1a","NRCRI","F8R14P04:250593373"
"F9R20P01","GS_C1a","NRCRI","F9R20P01:250593296"
"F5R19P02","GS_C1a","NRCRI","F5R19P02:250593215"
"F2R12P05","GS_C1a","NRCRI","F2R12P05:250593118"
"F141P009","GS_C1a","NRCRI","F141P009:250597032"
"F3P020","GS_C1a","NRCRI","F3P020:250589627"
"F12R27P09","GS_C1a","NRCRI","F12R27P09:250593544"
"F105P005","GS_C1a","NRCRI","F105P005:250590012"
"F24R23P03","GS_C1a","NRCRI","F24R23P03:250591328"
"F16R6P02","GS_C1a","NRCRI","F16R6P02:250593672"
"F78P002","GS_C1a","NRCRI","F78P002:250589884"
"F196P001","GS_C1a","NRCRI","F196P001:250597144"
"F23R9P06","GS_C1a","NRCRI","F23R9P06:250591277"
"F8R2P03","GS_C1a","NRCRI","F8R2P03:250593372"
"F138P020","GS_C1a","NRCRI","F138P020:250596981"
"F103P008","GS_C1a","NRCRI","F103P008:250589947"
"F201P001","GS_C1a","NRCRI","F201P001:250597176"
"F21R20P02","GS_C1a","NRCRI","F21R20P02:250591200"
"F28R15P01","GS_C1a","NRCRI","F28R15P01:250591537"
"F15R6P01","GS_C1a","NRCRI","F15R6P01:250593613"
"F24R20P04","GS_C1a","NRCRI","F24R20P04:250591295"
"F15R29P07","GS_C1a","NRCRI","F15R29P07:250593703"
"F13R2P06","GS_C1a","NRCRI","F13R2P06:250593592"
"F1R10P02","GS_C1a","NRCRI","F1R10P02:250593107"
"F13R2P08","GS_C1a","NRCRI","F13R2P08:250593608"
"F15R6P08","GS_C1a","NRCRI","F15R6P08:250593574"
"F13R2P02","GS_C1a","NRCRI","F13R2P02:250593560"
"F36P002","GS_C1a","NRCRI","F36P002:250589760"
"F17R12P10","GS_C1a","NRCRI","F17R12P10:250593762"
"F15R6P07","GS_C1a","NRCRI","F15R6P07:250593566"
"F138P003","GS_C1a","NRCRI","F138P003:250592979"
"F24R20P06","GS_C1a","NRCRI","F24R20P06:250591311"
"F18R4P01","GS_C1a","NRCRI","F18R4P01:250593677"
"F2R14P08","GS_C1a","NRCRI","F2R14P08:250593111"
"F25R24P10","GS_C1a","NRCRI","F25R24P10:250591419"
"F20R10P01","GS_C1a","NRCRI","F20R10P01:250591143"
"F143P003","GS_C1a","NRCRI","F143P003:250597057"
"F11R13P01","GS_C1a","NRCRI","F11R13P01:250593420"
"F13R16P06","GS_C1a","NRCRI","F13R16P06:250593593"
"F72P002","GS_C1a","NRCRI","F72P002:250589764"
"F22R23P06","GS_C1a","NRCRI","F22R23P06:250591323"
"F40P001","GS_C1a","NRCRI","F40P001:250589801"
"F2R10P06","GS_C1a","NRCRI","F2R10P06:250593062"
"F124P001","GS_C1a","NRCRI","F124P001:250592786"
"F19R25P05","GS_C1a","NRCRI","F19R25P05:250591158"
"F23R25P01","GS_C1a","NRCRI","F23R25P01:250591301"
"F146P001","GS_C1a","NRCRI","F146P001:250596995"
"F18R5P08","GS_C1a","NRCRI","F18R5P08:250591154"
"F141P002","GS_C1a","NRCRI","F141P002:250596976"
"F25R6P03","GS_C1a","NRCRI","F25R6P03:250591417"
"F138P009","GS_C1a","NRCRI","F138P009:250596988"
"F133P005","GS_C1a","NRCRI","F133P005:250592943"
"F9R20P07","GS_C1a","NRCRI","F9R20P07:250593344"
"F20R6P01","GS_C1a","NRCRI","F20R6P01:250591190"
"F105P001","GS_C1a","NRCRI","F105P001:250590075"
"F15R29P08","GS_C1a","NRCRI","F15R29P08:250593711"
"F21R18P02","GS_C1a","NRCRI","F21R18P02:250591136"
"F24R20P07","GS_C1a","NRCRI","F24R20P07:250591319"
"F226P006","GS_C1a","NRCRI","F226P006:250597293"
"F16R4P05","GS_C1a","NRCRI","F16R4P05:250593751"
"F119P011","GS_C1a","NRCRI","F119P011:250592829"
"F141P013","GS_C1a","NRCRI","F141P013:250597064"
"F14R24P04","GS_C1a","NRCRI","F14R24P04:250593627"
"F11R16P02","GS_C1a","NRCRI","F11R16P02:250593460"
"F29R12P07","GS_C1a","NRCRI","F29R12P07:250591555"
"F26R25P05","GS_C1a","NRCRI","F26R25P05:250591469"
"F9R20P06","GS_C1a","NRCRI","F9R20P06:250593336"
"F21R24P08","GS_C1a","NRCRI","F21R24P08:250591217"
"F8R20P01","GS_C1a","NRCRI","F8R20P01:250593374"
"F7R7P03","GS_C1a","NRCRI","F7R7P03:250593307"
"F35P004","GS_C1a","NRCRI","F35P004:250589823"
"F19R10P06","GS_C1a","NRCRI","F19R10P06:250591133"
"F137P004","GS_C1a","NRCRI","F137P004:250592922"
"F138P013","GS_C1a","NRCRI","F138P013:250597020"
"F22R3P02","GS_C1a","NRCRI","F22R3P02:250591273"
"F4R29P03","GS_C1a","NRCRI","F4R29P03:250593252"
"F22R15P07","GS_C1a","NRCRI","F22R15P07:250591267"
"F158P001","GS_C1a","NRCRI","F158P001:250597124"
"F10R12P07","GS_C1a","NRCRI","F10R12P07:250593506"
"F125P013","GS_C1a","NRCRI","F125P013:250592827"
"F216P006","GS_C1a","NRCRI","F216P006:250597178"
"F18R15P07","GS_C1a","NRCRI","F18R15P07:250591202"
"F100P004","GS_C1a","NRCRI","F100P004:250589938"
"F124P003","GS_C1a","NRCRI","F124P003:250592802"
"F28P005","GS_C1a","NRCRI","F28P005:250589790"
"F139P008","GS_C1a","NRCRI","F139P008:250597045"
"F35P001","GS_C1a","NRCRI","F35P001:250589799"
"F125P015","GS_C1a","NRCRI","F125P015:250592843"
"F119P014","GS_C1a","NRCRI","F119P014:250592853"
"F5R16P07","GS_C1a","NRCRI","F5R16P07:250593166"
"F214P009","GS_C1a","NRCRI","F214P009:250597114"
"F24R16P04","GS_C1a","NRCRI","F24R16P04:250591263"
"F18R27P07","GS_C1a","NRCRI","F18R27P07:250591171"
"F2R12P06","GS_C1a","NRCRI","F2R12P06:250593126"
"F78P007","GS_C1a","NRCRI","F78P007:250589924"
"F19R4P10","GS_C1a","NRCRI","F19R4P10:250591180"
"F7R3P06","GS_C1a","NRCRI","F7R3P06:250593362"
"F103P002","GS_C1a","NRCRI","F103P002:250589899"
"F9R24P07","GS_C1a","NRCRI","F9R24P07:250593504"
"F137P008","GS_C1a","NRCRI","F137P008:250592954"
"F151P001","GS_C1a","NRCRI","F151P001:250597107"
"F1P005","GS_C1a","NRCRI","F1P005:250589638"
"F163P002","GS_C1a","NRCRI","F163P002:250597101"
"F3P035","GS_C1a","NRCRI","F3P035:250589652"
"F28R23P09","GS_C1a","NRCRI","F28R23P09:250591514"
"F13R26P03","GS_C1a","NRCRI","F13R26P03:250593602"
"F84P003","GS_C1a","NRCRI","F84P003:250589872"
"F26R19P06","GS_C1a","NRCRI","F26R19P06:250591397"
"F163P004","GS_C1a","NRCRI","F163P004:250597117"
"F18R15P08","GS_C1a","NRCRI","F18R15P08:250591210"
"F26R10P04","GS_C1a","NRCRI","F26R10P04:250591451"
"F18R15P02","GS_C1a","NRCRI","F18R15P02:250591170"
"F172P008","GS_C1a","NRCRI","F172P008:250597174"
"F137P019","GS_C1a","NRCRI","F137P019:250592955"
"F12R18P02","GS_C1a","NRCRI","F12R18P02:250593495"
"F119P003","GS_C1a","NRCRI","F119P003:250590074"
"F18R5P07","GS_C1a","NRCRI","F18R5P07:250591146"
"F6R28P01","GS_C1a","NRCRI","F6R28P01:250593249"
"F1P027","GS_C1a","NRCRI","F1P027:250589632"
"F40P004","GS_C1a","NRCRI","F40P004:250589825"
"F23R25P06","GS_C1a","NRCRI","F23R25P06:250591341"
"F14R25P08","GS_C1a","NRCRI","F14R25P08:250593628"
"F12R18P01","GS_C1a","NRCRI","F12R18P01:250593487"
"F17R20P04","GS_C1a","NRCRI","F17R20P04:250593763"
"F84P001","GS_C1a","NRCRI","F84P001:250589951"
"F15R29P02","GS_C1a","NRCRI","F15R29P02:250593758"
"F105P006","GS_C1a","NRCRI","F105P006:250590020"
"F2R12P04","GS_C1a","NRCRI","F2R12P04:250593110"
"F3R23P07","GS_C1a","NRCRI","F3R23P07:250593098"
"F5R8P04","GS_C1a","NRCRI","F5R8P04:250593189"
"F7R7P08","GS_C1a","NRCRI","F7R7P08:250593347"
"F28R15P04","GS_C1a","NRCRI","F28R15P04:250591513"
"F1R14P01","GS_C1a","NRCRI","F1R14P01:250593053"
"F1P035","GS_C1a","NRCRI","F1P035:250589696"
"F25R8P01","GS_C1a","NRCRI","F25R8P01:250591473"
"F25R24P07","GS_C1a","NRCRI","F25R24P07:250591395"
"F7R7P05","GS_C1a","NRCRI","F7R7P05:250593323"
"F73P001","GS_C1a","NRCRI","F73P001:250589780"
"F15R24P01","GS_C1a","NRCRI","F15R24P01:250593582"
"F29R23P05","GS_C1a","NRCRI","F29R23P05:250591588"
"F9R23P05","GS_C1a","NRCRI","F9R23P05:250593416"
"F172P009","GS_C1a","NRCRI","F172P009:250597190"
"F138P011","GS_C1a","NRCRI","F138P011:250597004"
"F114P005","GS_C1a","NRCRI","F114P005:250590077"
"F21R18P05","GS_C1a","NRCRI","F21R18P05:250591160"
"F226P004","GS_C1a","NRCRI","F226P004:250597277"
"F169P004","GS_C1a","NRCRI","F169P004:250597189"
"F78P004","GS_C1a","NRCRI","F78P004:250589900"
"F125P005","GS_C1a","NRCRI","F125P005:250592850"
"F29R9P07","GS_C1a","NRCRI","F29R9P07:250591578"
"F140P017","GS_C1a","NRCRI","F140P017:250597007"
"F5R8P01","GS_C1a","NRCRI","F5R8P01:250593165"
"F3R05P03","GS_C1a","NRCRI","F3R05P03:250593128"
"F15R6P03","GS_C1a","NRCRI","F15R6P03:250593629"
"F12R18P08","GS_C1a","NRCRI","F12R18P08:250593567"
"F28R23P05","GS_C1a","NRCRI","F28R23P05:250591577"
"F7R17P04","GS_C1a","NRCRI","F7R17P04:250593379"
"F132P001","GS_C1a","NRCRI","F132P001:250592990"
"F14R28P02","GS_C1a","NRCRI","F14R28P02:250593557"
"F126P003","GS_C1a","NRCRI","F126P003:250592796"
"F14R24P05","GS_C1a","NRCRI","F14R24P05:250593635"
"F14R25P05","GS_C1a","NRCRI","F14R25P05:250593604"
"F169P005","GS_C1a","NRCRI","F169P005:250597102"
"F29R13P07","GS_C1a","NRCRI","F29R13P07:250591516"
"F27R27P04","GS_C1a","NRCRI","F27R27P04:250591479"
"F6R24P08","GS_C1a","NRCRI","F6R24P08:250593225"
"F78P003","GS_C1a","NRCRI","F78P003:250589892"
"F25R24P03","GS_C1a","NRCRI","F25R24P03:250591458"
"F120P020","GS_C1a","NRCRI","F120P020:250592848"
"F138P010","GS_C1a","NRCRI","F138P010:250596996"
"F9R4P07","GS_C1a","NRCRI","F9R4P07:250593359"
"F10R8P03","GS_C1a","NRCRI","F10R8P03:250593442"
"F2R20P08","GS_C1a","NRCRI","F2R20P08:250593096"
"F12R27P08","GS_C1a","NRCRI","F12R27P08:250593631"
"F26R10P07","GS_C1a","NRCRI","F26R10P07:250591475"
"F172P002","GS_C1a","NRCRI","F172P002:250597126"
"F19R25P01","GS_C1a","NRCRI","F19R25P01:250591221"
"F23R9P02","GS_C1a","NRCRI","F23R9P02:250591340"
"F103P009","GS_C1a","NRCRI","F103P009:250589955"
"F114P004","GS_C1a","NRCRI","F114P004:250590069"
"F137P018","GS_C1a","NRCRI","F137P018:250592947"
"F24R23P05","GS_C1a","NRCRI","F24R23P05:250591344"
"F10R12P08","GS_C1a","NRCRI","F10R12P08:250591525"
"F1R10P06","GS_C1a","NRCRI","F1R10P06:250593044"
"F3R23P08","GS_C1a","NRCRI","F3R23P08:250593106"
"F13R16P02","GS_C1a","NRCRI","F13R16P02:250593561"
"F139P007","GS_C1a","NRCRI","F139P007:250597037"
"F21R18P07","GS_C1a","NRCRI","F21R18P07:250591176"
"F78P009","GS_C1a","NRCRI","F78P009:250589940"
"F114P008","GS_C1a","NRCRI","F114P008:250590006"
"F19R18P06","GS_C1a","NRCRI","F19R18P06:250591197"
"F20R6P05","GS_C1a","NRCRI","F20R6P05:250591222"
"F84P008","GS_C1a","NRCRI","F84P008:250589912"
"F8R14P03","GS_C1a","NRCRI","F8R14P03:250593365"
"F78P014","GS_C1a","NRCRI","F78P014:250589885"
"F39P001","GS_C1a","NRCRI","F39P001:250589824"
"F117P003","GS_C1a","NRCRI","F117P003:250590024"
"F4R23P02","GS_C1a","NRCRI","F4R23P02:250593188"
"F17R12P02","GS_C1a","NRCRI","F17R12P02:250593698"
"F18R15P06","GS_C1a","NRCRI","F18R15P06:250591194"
"F142P006","GS_C1a","NRCRI","F142P006:250597033"
"F11R16P08","GS_C1a","NRCRI","F11R16P08:250593508"
"F27R14P07","GS_C1a","NRCRI","F27R14P07:250591439"
"F14R28P06","GS_C1a","NRCRI","F14R28P06:250593589"
"F24R23P06","GS_C1a","NRCRI","F24R23P06:250591352"
"F12R27P04","GS_C1a","NRCRI","F12R27P04:250593599"
"F154P002","GS_C1a","NRCRI","F154P002:250597171"
"F143P002","GS_C1a","NRCRI","F143P002:250597049"
"F172P013","GS_C1a","NRCRI","F172P013:250597127"
"F3P015","GS_C1a","NRCRI","F3P015:250589682"
"F23R25P03","GS_C1a","NRCRI","F23R25P03:250591317"
"F78P013","GS_C1a","NRCRI","F78P013:250589877"
"F23R25P07","GS_C1a","NRCRI","F23R25P07:250591349"
"F119P020","GS_C1a","NRCRI","F119P020:250592806"
"F35P005","GS_C1a","NRCRI","F35P005:250589736"
"F83P001","GS_C1a","NRCRI","F83P001:250589911"
"F111P001","GS_C1a","NRCRI","F111P001:250590060"
"F23R27P03","GS_C1a","NRCRI","F23R27P03:250591286"
"F145P005","GS_C1a","NRCRI","F145P005:250596979"
"F19R25P08","GS_C1a","NRCRI","F19R25P08:250591182"
"F27R11P07","GS_C1a","NRCRI","F27R11P07:250591454"
"F3R25P10","GS_C1a","NRCRI","F3R25P10:250593210"
"F20P001","GS_C1a","NRCRI","F20P001:250589693"
"F2R10P04","GS_C1a","NRCRI","F2R10P04:250593046"
"F139P003","GS_C1a","NRCRI","F139P003:250597005"
"F89P001","GS_C1a","NRCRI","F89P001:250589897"
"F4R16P02","GS_C1a","NRCRI","F4R16P02:250593187"
"F125P017","GS_C1a","NRCRI","F125P017:250592859"
"F84P005","GS_C1a","NRCRI","F84P005:250589888"
"F12R18P07","GS_C1a","NRCRI","F12R18P07:250593559"
"F163P001","GS_C1a","NRCRI","F163P001:250597188"
"F8R14P09","GS_C1a","NRCRI","F8R14P09:250593326"
"F28R23P04","GS_C1a","NRCRI","F28R23P04:250591569"
"F3R23P03","GS_C1a","NRCRI","F3R23P03:250593066"
"F169P001","GS_C1a","NRCRI","F169P001:250597165"
"F25R1P05","GS_C1a","NRCRI","F25R1P05:250591464"
"F169P002","GS_C1a","NRCRI","F169P002:250597173"
"F125P010","GS_C1a","NRCRI","F125P010:250592803"
"F4R22P07","GS_C1a","NRCRI","F4R22P07:250593243"
"F23R25P08","GS_C1a","NRCRI","F23R25P08:250591262"
"F8R1P01","GS_C1a","NRCRI","F8R1P01:250593324"
"F138P014","GS_C1a","NRCRI","F138P014:250597028"
"F10R12P03","GS_C1a","NRCRI","F10R12P03:250593474"
"F130P011","GS_C1a","NRCRI","F130P011:250592997"
"F137P005","GS_C1a","NRCRI","F137P005:250592930"
"F125P007","GS_C1a","NRCRI","F125P007:250592866"
"F125P006","GS_C1a","NRCRI","F125P006:250592858"
"F125P002","GS_C1a","NRCRI","F125P002:250592826"
"F205P001","GS_C1a","NRCRI","F205P001:250597113"
"F133P002","GS_C1a","NRCRI","F133P002:250592919"
"F13R16P08","GS_C1a","NRCRI","F13R16P08:250593609"
"F21R24P09","GS_C1a","NRCRI","F21R24P09:250591225"
"F8R2P04","GS_C1a","NRCRI","F8R2P04:250593380"
"F5R19P05","GS_C1a","NRCRI","F5R19P05:250593191"
"F143P007","GS_C1a","NRCRI","F143P007:250596994"
"F15R24P06","GS_C1a","NRCRI","F15R24P06:250593622"
"F103P16","GS_C1a","NRCRI","F103P16:250590035"
"F29R13P04","GS_C1a","NRCRI","F29R13P04:250591587"
"F131P003","GS_C1a","NRCRI","F131P003:250592982"
"F125P011","GS_C1a","NRCRI","F125P011:250592811"
"F18R5P05","GS_C1a","NRCRI","F18R5P05:250591130"
"F8R14P05","GS_C1a","NRCRI","F8R14P05:250593381"
"F4R22P06","GS_C1a","NRCRI","F4R22P06:250593235"
"F138P002","GS_C1a","NRCRI","F138P002:250592971"
"F21R24P05","GS_C1a","NRCRI","F21R24P05:250591193"
"F19R25P07","GS_C1a","NRCRI","F19R25P07:250591174"
"F24R20P10","GS_C1a","NRCRI","F24R20P10:250591343"
"F114P016","GS_C1a","NRCRI","F114P016:250590070"
"F19R25P06","GS_C1a","NRCRI","F19R25P06:250591166"
"F11R24P05","GS_C1a","NRCRI","F11R24P05:250593422"
