"DNASample","LibraryPrepID","LibraryPlateID","KeyfilePopulationLabel","DNA_Plate","KeyfilePedigree","FullSampleName","OrigKeyFile","Population","Institute"
"TMS15F1172P0006",250518984,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0006:250518984","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0008",250518985,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0008:250518985","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0009",250518986,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0009:250518986","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0010",250518987,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0010:250518987","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0011",250518988,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0011:250518988","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0012",250518989,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0012:250518989","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1172P0013",250518990,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1138P0005","TMS15F1172P0013:250518990","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0001",250518991,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0001:250518991","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0002",250518992,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0002:250518992","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0003",250465440,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0003:250465440","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0004",250518993,450023856,"genomic selection.C3","CASSAVA_GS_077","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0004:250518993","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0005",250476288,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0005:250476288","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0007",250476289,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0007:250476289","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1173P0009",250476290,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1157P0002","TMS15F1173P0009:250476290","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1174P0001",250465441,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1174P0011","TMS15F1174P0001:250465441","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1174P0002",250476291,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1174P0011","TMS15F1174P0002:250476291","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1174P0003",250476292,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1174P0011","TMS15F1174P0003:250476292","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1175P0001",250476293,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1244P0006xTMS14F1283P0002","TMS15F1175P0001:250476293","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1175P0002",250465442,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1244P0006xTMS14F1283P0002","TMS15F1175P0002:250465442","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0001",250465443,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0001:250465443","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0002",250465444,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0002:250465444","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0004",250476294,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0004:250476294","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0005",250476295,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0005:250476295","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0006",250465445,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0006:250465445","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0007",250476296,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0007:250476296","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0008",250476297,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0008:250476297","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0010",250476298,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0010:250476298","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0011",250476299,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0011:250476299","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0013",250476300,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0013:250476300","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0015",250476301,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0015:250476301","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0017",250476302,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0017:250476302","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0018",250465446,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0018:250465446","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0019",250476303,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0019:250476303","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0020",250476304,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0020:250476304","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0021",250476305,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0021:250476305","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0022",250476306,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0022:250476306","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1177P0023",250476307,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1138P0005","TMS15F1177P0023:250476307","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1178P0002",250465447,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1240P0005xTMS14F1174P0011","TMS15F1178P0002:250465447","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1178P0003",250476308,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1240P0005xTMS14F1174P0011","TMS15F1178P0003:250476308","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0001",250465448,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0001:250465448","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0002",250465449,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0002:250465449","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0005",250465450,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0005:250465450","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0008",250476365,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0008:250476365","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0009",250465451,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0009:250465451","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0010",250476310,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0010:250476310","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0011",250476311,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0011:250476311","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0012",250476312,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0012:250476312","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0013",250476313,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0013:250476313","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0014",250476314,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0014:250476314","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0015",250476315,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0015:250476315","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0016",250476316,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0016:250476316","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0017",250476317,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0017:250476317","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0018",250476318,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0018:250476318","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0020",250476319,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0020:250476319","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0021",250476320,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0021:250476320","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0022",250476321,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0022:250476321","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0023",250476322,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0023:250476322","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0024",250465452,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0024:250465452","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0025",250476323,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0025:250476323","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0027",250465453,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0027:250465453","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0029",250476324,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0029:250476324","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0030",250476325,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0030:250476325","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0032",250476326,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0032:250476326","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0033",250476327,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0033:250476327","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0035",250476328,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0035:250476328","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0036",250476329,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0036:250476329","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0037",250476330,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0037:250476330","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0038",250476331,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0038:250476331","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0040",250465454,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0040:250465454","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0042",250476332,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0042:250476332","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0043",250476333,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0043:250476333","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0045",250476334,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0045:250476334","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0046",250476335,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0046:250476335","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0047",250465455,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0047:250465455","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0048",250476336,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0048:250476336","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0049",250476337,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0049:250476337","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0050",250476338,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0050:250476338","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0051",250476339,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0051:250476339","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1179P0053",250476340,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1256P0002","TMS15F1179P0053:250476340","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1180P0001",250465456,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1174P0011","TMS15F1180P0001:250465456","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1180P0002",250476341,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1229P0004xTMS14F1174P0011","TMS15F1180P0002:250476341","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0001",250465457,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0001:250465457","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0002",250465458,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0002:250465458","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0003",250465459,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0003:250465459","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0004",250465460,450022639,"genomic selection.C3","CASSAVA_GS_62","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0004:250465460","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0005",250465496,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0005:250465496","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0006",250465497,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0006:250465497","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0007",250465498,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0007:250465498","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0008",250465499,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0008:250465499","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1181P0009",250465500,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1229P0004xTMS14F1091P0008","TMS15F1181P0009:250465500","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1182P0001",250465501,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1241P0002xTMS14F1256P0002","TMS15F1182P0001:250465501","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1182P0002",250465502,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1241P0002xTMS14F1256P0002","TMS15F1182P0002:250465502","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1182P0003",250465503,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1241P0002xTMS14F1256P0002","TMS15F1182P0003:250465503","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1182P0004",250465504,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1241P0002xTMS14F1256P0002","TMS15F1182P0004:250465504","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1185P0002",250465505,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1247P0003xTMS14F1174P0011","TMS15F1185P0002:250465505","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1185P0003",250465506,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1247P0003xTMS14F1174P0011","TMS15F1185P0003:250465506","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1186P0001",250476342,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1176P0010xTMS14F1174P0011","TMS15F1186P0001:250476342","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1186P0002",250476343,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1176P0010xTMS14F1174P0011","TMS15F1186P0002:250476343","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1188P0001",250465507,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0003xTMS14F1256P0002","TMS15F1188P0001:250465507","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1188P0002",250465508,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0003xTMS14F1256P0002","TMS15F1188P0002:250465508","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1188P0003",250465509,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0003xTMS14F1256P0002","TMS15F1188P0003:250465509","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1188P0004",250465510,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0003xTMS14F1256P0002","TMS15F1188P0004:250465510","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1189P0001",250465511,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0004xTMS14F1138P0005","TMS15F1189P0001:250465511","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1189P0002",250465512,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1171P0004xTMS14F1138P0005","TMS15F1189P0002:250465512","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0001",250465513,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0001:250465513","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0002",250465514,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0002:250465514","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0003",250465515,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0003:250465515","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0004",250465516,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0004:250465516","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0005",250465517,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0005:250465517","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0006",250465518,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0006:250465518","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0007",250465519,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0007:250465519","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0008",250465520,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0008:250465520","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0009",250465521,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0009:250465521","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0010",250465522,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0010:250465522","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1190P0011",250465523,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1189P0001xTMS14F1138P0005","TMS15F1190P0011:250465523","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1191P0001",250465524,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1176P0010xTMS14F1085P0003","TMS15F1191P0001:250465524","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1191P0003",250476344,450023069,"genomic selection.C3","CASSAVA_GS_078","TMS14F1176P0010xTMS14F1085P0003","TMS15F1191P0003:250476344","cassavaGBSkey_20160607","GS_C3","IITA"
"TMS15F1192P0001",250465525,450022640,"genomic selection.C3","CASSAVA_GS_63","TMS14F1176P0006xTMS14F1247P0007","TMS15F1192P0001:250465525","cassavaGBSkey_20160607","GS_C3","IITA"
